Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount,Discount grouped,Profit,Profit Margin,Average Order Value (AOV),Total Profit by Quantity Sold,Discount Effectiveness (Impact on Profit),Total Revenue from Profit Margin,Revenue per Discount Level,Quantity per Discount Level,Profit by Discount ,Quantity per Discount 
8704,CA-2015-133494,3/1/2015,3/5/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum, $3.552 ,2,0.2,10-20%,0.444,12.50,1.776,0.222,0.007104,44.4,17.76,,2.22,10
8781,CA-2015-133585,3/1/2015,3/4/2015,First Class,CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070,Central,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop, $55.328 ,2,0.2,10-20%,6.2244,11.25,27.664,3.1122,0.110656,622.44,276.64,,31.122,10
8782,CA-2015-133585,3/1/2015,3/4/2015,First Class,CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070,Central,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"," $1,227.998 ",6,0.32,30-40%,-36.1176,-2.94,204.6664,-6.0196,3.92959488,-3611.76,3837.495,,-112.8675,18.75
9445,CA-2015-104052,3/1/2015,3/2/2015,First Class,TP-21565,Tracy Poddar,Corporate,United States,Coppell,Texas,75019,Central,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger, $95.840 ,4,0.2,10-20%,34.742,36.25,23.96,8.6855,0.19168,3474.2,479.2,,173.71,20
118,CA-2015-110457,3/2/2015,3/6/2015,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables, $787.530 ,3,0,0-10%,165.3813,21.00,262.51,55.1271,0,16538.13,0,,0,0
1128,CA-2015-105970,3/2/2015,3/7/2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils, $10.160 ,1,0,0-10%,2.6416,26.00,10.16,2.6416,0,264.16,0,,0,0
1129,CA-2015-105970,3/2/2015,3/7/2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Richmond,Indiana,47374,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes, $101.880 ,6,0,0-10%,50.94,50.00,16.98,8.49,0,5094,0,,0,0
1881,CA-2015-109512,3/5/2015,3/5/2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope, $29.340 ,3,0,0-10%,14.67,50.00,9.78,4.89,0,1467,0,,0,0
1882,CA-2015-109512,3/5/2015,3/5/2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray", $383.607 ,7,0.1,0-10%,63.9345,16.67,54.801,9.1335,0.383607,6393.45,3836.07,,639.345,70
1883,CA-2015-109512,3/5/2015,3/5/2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size", $563.400 ,4,0,0-10%,67.608,12.00,140.85,16.902,0,6760.8,0,,0,0
2284,CA-2015-153108,3/5/2015,3/9/2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink, $23.920 ,2,0,0-10%,6.6976,28.00,11.96,3.3488,0,669.76,0,,0,0
2285,CA-2015-153108,3/5/2015,3/9/2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,OFF-AP-10002222,Office Supplies,Appliances,Staple holder, $60.690 ,7,0,0-10%,16.3863,27.00,8.67,2.3409,0,1638.63,0,,0,0
5087,CA-2015-109001,3/5/2015,3/9/2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3, $466.158 ,7,0.4,30-40%,-93.2316,-20.00,66.594,-13.3188,1.864632,-9323.16,1165.395,,-233.079,17.5
5088,CA-2015-109001,3/5/2015,3/9/2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card, $10.312 ,1,0.2,10-20%,-1.289,-12.50,10.312,-1.289,0.020624,-128.9,51.56,,-6.445,5
5089,CA-2015-109001,3/5/2015,3/9/2015,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders, $2.556 ,3,0.7,60-70%,-1.7892,-70.00,0.852,-0.5964,0.017892,-178.92,3.651428571,,-2.556,4.285714286
5255,CA-2015-125185,3/5/2015,3/7/2015,Second Class,AH-10195,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set", $99.372 ,2,0.3,20-30%,-7.098,-7.14,49.686,-3.549,0.298116,-709.8,331.24,,-23.66,6.666666667
5256,CA-2015-125185,3/5/2015,3/7/2015,Second Class,AH-10195,Alan Haines,Corporate,United States,Bethlehem,Pennsylvania,18018,East,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT, $33.568 ,2,0.2,10-20%,-5.4548,-16.25,16.784,-2.7274,0.067136,-545.48,167.84,,-27.274,10
5329,CA-2015-120320,3/5/2015,3/9/2015,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036,Central,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless, $31.920 ,2,0.2,10-20%,2.394,7.50,15.96,1.197,0.06384,239.4,159.6,,11.97,10
6446,CA-2015-151785,3/5/2015,3/10/2015,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Chicago,Illinois,60623,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC, $7.104 ,6,0.2,10-20%,2.4864,35.00,1.184,0.4144,0.014208,248.64,35.52,,12.432,30
8250,CA-2015-140221,3/5/2015,3/9/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black", $11.212 ,2,0.8,70-80%,-16.818,-150.00,5.606,-8.409,0.089696,-1681.8,14.015,,-21.0225,2.5
8251,CA-2015-140221,3/5/2015,3/9/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories, $4.712 ,2,0.6,50-60%,-1.8848,-40.00,2.356,-0.9424,0.028272,-188.48,7.853333333,,-3.141333333,3.333333333
8252,CA-2015-140221,3/5/2015,3/9/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator, $180.980 ,5,0.8,70-80%,-470.548,-260.00,36.196,-94.1096,1.44784,-47054.8,226.225,,-588.185,6.25
8253,CA-2015-140221,3/5/2015,3/9/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black", $60.416 ,2,0.2,10-20%,6.0416,10.00,30.208,3.0208,0.120832,604.16,302.08,,30.208,10
2273,CA-2015-142944,3/6/2015,3/11/2015,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats, $435.260 ,7,0,0-10%,95.7572,22.00,62.18,13.6796,0,9575.72,0,,0,0
2274,CA-2015-142944,3/6/2015,3/11/2015,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier," $1,119.984 ",2,0.2,10-20%,377.9946,33.75,559.992,188.9973,2.239968,37799.46,5599.92,,1889.973,10
6343,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse, $119.850 ,3,0,0-10%,52.734,44.00,39.95,17.578,0,5273.4,0,,0,0
6344,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black", $30.440 ,2,0,0-10%,14.9156,49.00,15.22,7.4578,0,1491.56,0,,0,0
6345,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges, $69.280 ,2,0,0-10%,33.2544,48.00,34.64,16.6272,0,3325.44,0,,0,0
6346,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,TEC-PH-10001619,Technology,Phones,LG G3, $587.970 ,3,0,0-10%,170.5113,29.00,195.99,56.8371,0,17051.13,0,,0,0
3995,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases", $512.940 ,3,0,0-10%,97.4586,19.00,170.98,32.4862,0,9745.86,0,,0,0
3996,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair, $860.930 ,7,0,0-10%,189.4046,22.00,122.99,27.0578,0,18940.46,0,,0,0
3997,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone, $769.950 ,5,0,0-10%,223.2855,29.00,153.99,44.6571,0,22328.55,0,,0,0
3998,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener, $14.980 ,1,0,0-10%,4.494,30.00,14.98,4.494,0,449.4,0,,0,0
3999,CA-2015-105627,3/8/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats, $373.080 ,6,0,0-10%,82.0776,22.00,62.18,13.6796,0,8207.76,0,,0,0
4167,CA-2015-160213,3/8/2015,3/13/2015,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Long Beach,New York,11561,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997, $19.440 ,3,0,0-10%,9.3312,48.00,6.48,3.1104,0,933.12,0,,0,0
5174,CA-2015-107741,3/8/2015,3/10/2015,First Class,FC-14335,Fred Chung,Corporate,United States,Pueblo,Colorado,81001,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush", $3.408 ,1,0.2,10-20%,0.8946,26.25,3.408,0.8946,0.006816,89.46,17.04,,4.473,5
7782,CA-2015-132136,3/8/2015,3/12/2015,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings, $8.568 ,3,0.8,70-80%,-14.5656,-170.00,2.856,-4.8552,0.068544,-1456.56,10.71,,-18.207,3.75
4767,CA-2015-123155,3/9/2015,3/12/2015,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R, $113.520 ,5,0.2,10-20%,29.799,26.25,22.704,5.9598,0.22704,2979.9,567.6,,148.995,25
4768,CA-2015-123155,3/9/2015,3/12/2015,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone, $359.880 ,3,0.2,10-20%,22.4925,6.25,119.96,7.4975,0.71976,2249.25,1799.4,,112.4625,15
7370,CA-2015-110345,3/9/2015,3/11/2015,Second Class,TG-21310,Toby Gnade,Consumer,United States,Raleigh,North Carolina,27604,South,OFF-LA-10001175,Office Supplies,Labels,Avery 514, $4.608 ,2,0.2,10-20%,1.6704,36.25,2.304,0.8352,0.009216,167.04,23.04,,8.352,10
988,CA-2015-146829,3/10/2015,3/10/2015,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder, $1.112 ,2,0.8,70-80%,-1.8904,-170.00,0.556,-0.9452,0.008896,-189.04,1.39,,-2.363,2.5
6610,US-2015-118906,3/10/2015,3/10/2015,Same Day,KB-16585,Ken Black,Corporate,United States,Clinton,Maryland,20735,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File, $89.820 ,6,0,0-10%,25.1496,28.00,14.97,4.1916,0,2514.96,0,,0,0
3658,CA-2015-128083,3/12/2015,3/17/2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes, $8.688 ,3,0.2,10-20%,2.9322,33.75,2.896,0.9774,0.017376,293.22,43.44,,14.661,15
3659,CA-2015-128083,3/12/2015,3/17/2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak", $30.880 ,4,0.2,10-20%,3.86,12.50,7.72,0.965,0.06176,386,154.4,,19.3,20
3660,CA-2015-128083,3/12/2015,3/17/2015,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames, $6.408 ,3,0.2,10-20%,1.4418,22.50,2.136,0.4806,0.012816,144.18,32.04,,7.209,15
7878,CA-2015-148705,3/12/2015,3/18/2015,Standard Class,EB-14170,Evan Bailliet,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518, $5.040 ,2,0.2,10-20%,1.764,35.00,2.52,0.882,0.01008,176.4,25.2,,8.82,10
2026,CA-2015-114237,3/13/2015,3/15/2015,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray", $141.960 ,2,0,0-10%,39.7488,28.00,70.98,19.8744,0,3974.88,0,,0,0
6290,US-2015-139675,3/13/2015,3/18/2015,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair, $915.136 ,4,0.2,10-20%,102.9528,11.25,228.784,25.7382,1.830272,10295.28,4575.68,,514.764,20
6291,US-2015-139675,3/13/2015,3/18/2015,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp, $327.760 ,8,0,0-10%,91.7728,28.00,40.97,11.4716,0,9177.28,0,,0,0
4163,CA-2015-163587,3/14/2015,3/18/2015,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dover,New Hampshire,3820,East,OFF-LA-10004484,Office Supplies,Labels,Avery 476, $16.520 ,4,0,0-10%,7.5992,46.00,4.13,1.8998,0,759.92,0,,0,0
4164,CA-2015-163587,3/14/2015,3/18/2015,Standard Class,EP-13915,Emily Phan,Consumer,United States,Dover,New Hampshire,3820,East,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine, $671.940 ,3,0,0-10%,315.8118,47.00,223.98,105.2706,0,31581.18,0,,0,0
9212,CA-2015-167479,3/14/2015,3/19/2015,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Roseville,California,95661,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223, $19.440 ,3,0,0-10%,9.3312,48.00,6.48,3.1104,0,933.12,0,,0,0
4936,CA-2015-155124,3/15/2015,3/21/2015,Standard Class,KS-16300,Karen Seio,Corporate,United States,Lehi,Utah,84043,West,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors", $16.776 ,3,0.2,10-20%,1.6776,10.00,5.592,0.5592,0.033552,167.76,83.88,,8.388,15
507,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener, $2.740 ,1,0,0-10%,0.7398,27.00,2.74,0.7398,0,73.98,0,,0,0
508,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AR-10003856,Office Supplies,Art,Newell 344, $8.340 ,3,0,0-10%,2.1684,26.00,2.78,0.7228,0,216.84,0,,0,0
509,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle, $46.740 ,3,0,0-10%,11.685,25.00,15.58,3.895,0,1168.5,0,,0,0
510,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind," $6,354.950 ",5,0,0-10%,3177.475,50.00,1270.99,635.495,0,317747.5,0,,0,0
1559,CA-2015-112116,3/16/2015,3/18/2015,Second Class,JE-15475,Jeremy Ellison,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table, $171.960 ,2,0,0-10%,44.7096,26.00,85.98,22.3548,0,4470.96,0,,0,0
4795,CA-2015-144722,3/16/2015,3/23/2015,Standard Class,MF-18250,Monica Federle,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock", $43.130 ,1,0,0-10%,18.1146,42.00,43.13,18.1146,0,1811.46,0,,0,0
4954,CA-2015-153906,3/16/2015,3/20/2015,Standard Class,MS-17980,Michael Stewart,Corporate,United States,New York City,New York,10009,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset, $85.900 ,2,0,0-10%,2.577,3.00,42.95,1.2885,0,257.7,0,,0,0
6923,CA-2015-134257,3/16/2015,3/19/2015,Second Class,MS-17710,Maurice Satty,Consumer,United States,Auburn,Alabama,36830,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box", $491.550 ,5,0,0-10%,240.8595,49.00,98.31,48.1719,0,24085.95,0,,0,0
6924,CA-2015-134257,3/16/2015,3/19/2015,Second Class,MS-17710,Maurice Satty,Consumer,United States,Auburn,Alabama,36830,South,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes, $7.380 ,2,0,0-10%,3.3948,46.00,3.69,1.6974,0,339.48,0,,0,0
7728,US-2015-150231,3/16/2015,3/20/2015,Second Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters, $17.520 ,3,0,0-10%,6.3072,36.00,5.84,2.1024,0,630.72,0,,0,0
2564,CA-2015-110632,3/17/2015,3/22/2015,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black, $15.020 ,1,0,0-10%,2.7036,18.00,15.02,2.7036,0,270.36,0,,0,0
2565,CA-2015-110632,3/17/2015,3/22/2015,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009,East,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray", $33.820 ,2,0,0-10%,9.1314,27.00,16.91,4.5657,0,913.14,0,,0,0
1566,CA-2015-132101,3/19/2015,3/25/2015,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster, $453.576 ,3,0.2,10-20%,39.6879,8.75,151.192,13.2293,0.907152,3968.79,2267.88,,198.4395,15
1644,CA-2015-111829,3/19/2015,3/20/2015,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer," $1,247.640 ",3,0,0-10%,349.3392,28.00,415.88,116.4464,0,34933.92,0,,0,0
1645,CA-2015-111829,3/19/2015,3/20/2015,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier," $3,149.930 ",7,0,0-10%,1480.4671,47.00,449.99,211.4953,0,148046.71,0,,0,0
1646,CA-2015-111829,3/19/2015,3/20/2015,First Class,FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper, $209.700 ,2,0,0-10%,100.656,48.00,104.85,50.328,0,10065.6,0,,0,0
2017,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers, $17.568 ,2,0.2,10-20%,6.3684,36.25,8.784,3.1842,0.035136,636.84,87.84,,31.842,10
2018,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal, $14.620 ,2,0,0-10%,6.8714,47.00,7.31,3.4357,0,687.14,0,,0,0
2019,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors, $33.360 ,4,0,0-10%,8.6736,26.00,8.34,2.1684,0,867.36,0,,0,0
2020,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page", $40.140 ,6,0,0-10%,19.6686,49.00,6.69,3.2781,0,1966.86,0,,0,0
3576,CA-2015-143532,3/19/2015,3/24/2015,Standard Class,DC-12850,Dan Campbell,Consumer,United States,North Miami,Florida,33161,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”", $14.496 ,3,0.2,10-20%,4.8924,33.75,4.832,1.6308,0.028992,489.24,72.48,,24.462,15
4535,CA-2015-163104,3/19/2015,3/26/2015,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974, $11.960 ,2,0,0-10%,5.8604,49.00,5.98,2.9302,0,586.04,0,,0,0
5588,CA-2015-149993,3/19/2015,3/20/2015,First Class,GA-14725,Guy Armstrong,Consumer,United States,Lancaster,California,93534,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins, $10.900 ,5,0,0-10%,3.597,33.00,2.18,0.7194,0,359.7,0,,0,0
9962,CA-2015-168088,3/19/2015,3/22/2015,First Class,CM-12655,Corinna Mitchell,Home Office,United States,Houston,Texas,77041,Central,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919, $65.584 ,2,0.2,10-20%,23.7742,36.25,32.792,11.8871,0.131168,2377.42,327.92,,118.871,10
9963,CA-2015-168088,3/19/2015,3/22/2015,First Class,CM-12655,Corinna Mitchell,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order", $383.466 ,4,0.32,30-40%,-67.6704,-17.65,95.8664,-16.9176,1.22708992,-6767.04,1198.33,,-211.47,12.5
816,CA-2015-106565,3/20/2015,3/23/2015,First Class,BW-11110,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205, $51.840 ,8,0,0-10%,24.8832,48.00,6.48,3.1104,0,2488.32,0,,0,0
4958,CA-2015-127607,3/20/2015,3/26/2015,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,75007,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs, $2.512 ,2,0.8,70-80%,-4.396,-175.00,1.256,-2.198,0.020096,-439.6,3.14,,-5.495,2.5
4959,CA-2015-127607,3/20/2015,3/26/2015,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,75007,Central,OFF-FA-10003485,Office Supplies,Fasteners,Staples, $18.864 ,9,0.2,10-20%,6.1308,32.50,2.096,0.6812,0.037728,613.08,94.32,,30.654,45
8780,CA-2015-165813,3/20/2015,3/22/2015,Second Class,BM-11785,Bryan Mills,Consumer,United States,Salem,Oregon,97301,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box, $29.304 ,3,0.2,10-20%,2.5641,8.75,9.768,0.8547,0.058608,256.41,146.52,,12.8205,15
9924,CA-2015-159534,3/20/2015,3/23/2015,First Class,DH-13075,Dave Hallsten,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders, $49.848 ,3,0.2,10-20%,16.8237,33.75,16.616,5.6079,0.099696,1682.37,249.24,,84.1185,15
9925,CA-2015-159534,3/20/2015,3/23/2015,First Class,DH-13075,Dave Hallsten,Corporate,United States,New York City,New York,10035,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13", $23.990 ,1,0,0-10%,11.995,50.00,23.99,11.995,0,1199.5,0,,0,0
